Question_ID,Broad_Category,Sub_Topic,Question_String,Option_Label,Option_Text,Correct_Answer,Difficulty_Level,Explanation
CH07-005,Biologics and Biosimilars,Pricing,What is the current pricing expectation for biosimilars relative to the original brand biologic cost?,D,Biosimilars are priced identically to the original brand drug.,B,3,"Biosimilars are expected to cost about 75% of the original brand cost, unlike traditional generics which fall to 25% or less20."
CH07-006,Benefit Design,Formularies,"What defines a ""closed"" formulary design?",A,It covers all FDA-approved drugs but with varying cost-sharing tiers.,C,2,Closed formularies only cover drugs listed on the formulary; non-formulary drugs are not covered unless an exception is granted for medical necessity 21.
CH07-006,Benefit Design,Formularies,"What defines a ""closed"" formulary design?",B,It restricts coverage to generic drugs only.,C,2,Closed formularies only cover drugs listed on the formulary; non-formulary drugs are not covered unless an exception is granted for medical necessity 22.
CH07-006,Benefit Design,Formularies,"What defines a ""closed"" formulary design?",C,"It only covers drugs listed on the formulary, requiring medical necessity for non-formulary exceptions.",C,2,Closed formularies only cover drugs listed on the formulary; non-formulary drugs are not covered unless an exception is granted for medical necessity 23.
CH07-006,Benefit Design,Formularies,"What defines a ""closed"" formulary design?",D,It allows members to purchase any drug at the same fixed copay.,C,2,Closed formularies only cover drugs listed on the formulary; non-formulary drugs are not covered unless an exception is granted for medical necessity 24.
CH07-007,Benefit Design,Tiers,"In a typical three-tier formulary design, what does Tier 3 usually represent?",A,Generic drugs,C,2,"In a typical three-tier design, Tier 1 is generics, Tier 2 is preferred brands, and Tier 3 is non-preferred drugs25."
CH07-007,Benefit Design,Tiers,"In a typical three-tier formulary design, what does Tier 3 usually represent?",B,Preferred brand drugs,C,2,"In a typical three-tier design, Tier 1 is generics, Tier 2 is preferred brands, and Tier 3 is non-preferred drugs26."
CH07-007,Benefit Design,Tiers,"In a typical three-tier formulary design, what does Tier 3 usually represent?",C,Non-preferred drugs,C,2,"In a typical three-tier design, Tier 1 is generics, Tier 2 is preferred brands, and Tier 3 is non-preferred drugs27."
CH07-007,Benefit Design,Tiers,"In a typical three-tier formulary design, what does Tier 3 usually represent?",D,Specialty drugs,C,2,"In a typical three-tier design, Tier 1 is generics, Tier 2 is preferred brands, and Tier 3 is non-preferred drugs28."
CH07-008,PBM Pricing Models,Transparency,Which PBM pricing model passes negotiated pharmacy discounts directly to the third-party payer?,A,Traditional model,C,3,"In a transparent (or pass-through) model, negotiated discounts are used to determine the third-party payer's liability. In a traditional (lock-in) model, discounts are not passed directly 29."
CH07-008,PBM Pricing Models,Transparency,Which PBM pricing model passes negotiated pharmacy discounts directly to the third-party payer?,B,Lock-in model,C,3,"In a transparent (or pass-through) model, negotiated discounts are used to determine the third-party payer's liability. In a traditional (lock-in) model, discounts are not passed directly 30."
CH07-008,PBM Pricing Models,Transparency,Which PBM pricing model passes negotiated pharmacy discounts directly to the third-party payer?,C,Transparent (pass-through) model,C,3,"In a transparent (or pass-through) model, negotiated discounts are used to determine the third-party payer's liability. In a traditional (lock-in) model, discounts are not passed directly 31."
CH07-008,PBM Pricing Models,Transparency,Which PBM pricing model passes negotiated pharmacy discounts directly to the third-party payer?,D,Spread pricing model,C,3,"In a transparent (or pass-through) model, negotiated discounts are used to determine the third-party payer's liability. In a traditional (lock-in) model, discounts are not passed directly 32."
CH07-009,Utilization Management,Edits,Which utilization management tool requires a member to try a preferred drug and document failure before a non-preferred drug is covered?,A,Quantity Limit (QL),B,3,Step Therapy (ST) edits require insureds to try and document failure of a preferred drug before gaining coverage for the target drug33.
CH07-009,Utilization Management,Edits,Which utilization management tool requires a member to try a preferred drug and document failure before a non-preferred drug is covered?,B,Step Therapy (ST),B,3,Step Therapy (ST) edits require insureds to try and document failure of a preferred drug before gaining coverage for the target drug34.
CH07-009,Utilization Management,Edits,Which utilization management tool requires a member to try a preferred drug and document failure before a non-preferred drug is covered?,C,Prior Authorization (PA),B,3,Step Therapy (ST) edits require insureds to try and document failure of a preferred drug before gaining coverage for the target drug35.
CH07-009,Utilization Management,Edits,Which utilization management tool requires a member to try a preferred drug and document failure before a non-preferred drug is covered?,D,Maximum Daily Dose (MDD),B,3,Step Therapy (ST) edits require insureds to try and document failure of a preferred drug before gaining coverage for the target drug36.
CH07-010,Drug Distribution,Mail Order,What is a common incentive used to encourage members to utilize mail-order pharmacies for maintenance medications?,A,Dispensing only a one-week supply of medication.,B,2,"Plans typically offer a three-month supply for a reduced cost share (e.g., 2 or 2.5 times the retail copay instead of 3 times) to encourage mail order use 37."
CH07-010,Drug Distribution,Mail Order,What is a common incentive used to encourage members to utilize mail-order pharmacies for maintenance medications?,B,Offering a three-month supply for less than three times the retail copay.,B,2,"Plans typically offer a three-month supply for a reduced cost share (e.g., 2 or 2.5 times the retail copay instead of 3 times) to encourage mail order use 38."
CH07-010,Drug Distribution,Mail Order,What is a common incentive used to encourage members to utilize mail-order pharmacies for maintenance medications?,C,Eliminating the need for a prescription from a provider.,B,2,"Plans typically offer a three-month supply for a reduced cost share (e.g., 2 or 2.5 times the retail copay instead of 3 times) to encourage mail order use 39."
CH07-010,Drug Distribution,Mail Order,What is a common incentive used to encourage members to utilize mail-order pharmacies for maintenance medications?,D,Waiving the deductible for all brand name drugs.,B,2,"Plans typically offer a three-month supply for a reduced cost share (e.g., 2 or 2.5 times the retail copay instead of 3 times) to encourage mail order use 40."
CH07-011,Prescription Drug Lifecycle,Generic Exclusivity,"How long does the ""generic exclusivity period"" typically last after a brand patent expires?",A,1 year,B,3,"The generic exclusivity period typically lasts six months, during which only the brand manufacturer and one generic manufacturer can produce the generic 41."
CH07-011,Prescription Drug Lifecycle,Generic Exclusivity,"How long does the ""generic exclusivity period"" typically last after a brand patent expires?",B,6 months,B,3,"The generic exclusivity period typically lasts six months, during which only the brand manufacturer and one generic manufacturer can produce the generic 42."
CH07-011,Prescription Drug Lifecycle,Generic Exclusivity,"How long does the ""generic exclusivity period"" typically last after a brand patent expires?",C,5 years,B,3,"The generic exclusivity period typically lasts six months, during which only the brand manufacturer and one generic manufacturer can produce the generic 43."
CH07-011,Prescription Drug Lifecycle,Generic Exclusivity,"How long does the ""generic exclusivity period"" typically last after a brand patent expires?",D,12 years,B,3,"The generic exclusivity period typically lasts six months, during which only the brand manufacturer and one generic manufacturer can produce the generic 44."
CH07-012,PBM Operations,Rebates,What is the primary reason pharmaceutical manufacturers provide rebates to PBMs?,A,To directly subsidize the beneficiary's copay at the pharmacy counter.,B,3,"Manufacturers pay rebates to PBMs in exchange for preferred placement on the PBM's formulary, which drives market share45454545."
CH07-012,PBM Operations,Rebates,What is the primary reason pharmaceutical manufacturers provide rebates to PBMs?,B,To secure favorable placement of their drugs on the PBM's formulary.,B,3,"Manufacturers pay rebates to PBMs in exchange for preferred placement on the PBM's formulary, which drives market share46464646."
CH07-012,PBM Operations,Rebates,What is the primary reason pharmaceutical manufacturers provide rebates to PBMs?,C,To avoid FDA regulatory scrutiny on new drug applications.,B,3,"Manufacturers pay rebates to PBMs in exchange for preferred placement on the PBM's formulary, which drives market share47474747."
CH07-012,PBM Operations,Rebates,What is the primary reason pharmaceutical manufacturers provide rebates to PBMs?,D,To cover the administrative costs of the PBM call centers.,B,3,"Manufacturers pay rebates to PBMs in exchange for preferred placement on the PBM's formulary, which drives market share48484848."
CH07-013,Benefit Design,DAW Penalties,"What is a ""Dispense as Written"" (DAW) penalty?",A,A fine paid by the pharmacy for not stocking a generic drug.,C,3,A DAW penalty charges the member (or makes the plan cost neutral) when a physician requires a brand drug instead of an available generic. The member often pays the difference in cost 49.
CH07-013,Benefit Design,DAW Penalties,"What is a ""Dispense as Written"" (DAW) penalty?",B,A penalty charged to the physician for prescribing too many brand drugs.,C,3,A DAW penalty charges the member (or makes the plan cost neutral) when a physician requires a brand drug instead of an available generic. The member often pays the difference in cost 50.
CH07-013,Benefit Design,DAW Penalties,"What is a ""Dispense as Written"" (DAW) penalty?",C,A cost-sharing increase for a member when a brand is dispensed despite a generic being available.,C,3,A DAW penalty charges the member (or makes the plan cost neutral) when a physician requires a brand drug instead of an available generic. The member often pays the difference in cost 51.
CH07-013,Benefit Design,DAW Penalties,"What is a ""Dispense as Written"" (DAW) penalty?",D,A rebate reduction applied to the manufacturer for not supplying enough product.,C,3,A DAW penalty charges the member (or makes the plan cost neutral) when a physician requires a brand drug instead of an available generic. The member often pays the difference in cost 52.
CH07-014,Pharmacy and Therapeutics Committee,Function,What is the primary role of the Pharmacy and Therapeutics (P&T) Committee?,A,To negotiate dispensing fees with pharmacy networks.,C,3,"The P&T Committee determines which drugs should be on the formulary based primarily on clinical criteria (safety, efficacy) 53."
CH07-014,Pharmacy and Therapeutics Committee,Function,What is the primary role of the Pharmacy and Therapeutics (P&T) Committee?,B,To set the premiums for the prescription drug plan.,C,3,"The P&T Committee determines which drugs should be on the formulary based primarily on clinical criteria (safety, efficacy) 54."
CH07-014,Pharmacy and Therapeutics Committee,Function,What is the primary role of the Pharmacy and Therapeutics (P&T) Committee?,C,To evaluate the clinical safety and efficacy of drugs for formulary inclusion.,C,3,"The P&T Committee determines which drugs should be on the formulary based primarily on clinical criteria (safety, efficacy) 55."
CH07-014,Pharmacy and Therapeutics Committee,Function,What is the primary role of the Pharmacy and Therapeutics (P&T) Committee?,D,To manage the financial investments of the pharmaceutical manufacturer.,C,3,"The P&T Committee determines which drugs should be on the formulary based primarily on clinical criteria (safety, efficacy) 56."
CH07-015,Benefit Design,Value-Based Insurance Design,What is the main goal of Value-Based Insurance Design (VBID) in pharmacy benefits?,A,To increase cost sharing for all maintenance medications.,B,3,"VBID selectively reduces cost sharing for high-value drugs (e.g., for diabetes or hypertension) to improve adherence and reduce long-term medical costs 57."
CH07-015,Benefit Design,Value-Based Insurance Design,What is the main goal of Value-Based Insurance Design (VBID) in pharmacy benefits?,B,To reduce cost sharing on high-value drugs to improve adherence and outcomes.,B,3,"VBID selectively reduces cost sharing for high-value drugs (e.g., for diabetes or hypertension) to improve adherence and reduce long-term medical costs 58."
CH07-015,Benefit Design,Value-Based Insurance Design,What is the main goal of Value-Based Insurance Design (VBID) in pharmacy benefits?,C,To maximize rebates from pharmaceutical manufacturers.,B,3,"VBID selectively reduces cost sharing for high-value drugs (e.g., for diabetes or hypertension) to improve adherence and reduce long-term medical costs 59."
CH07-015,Benefit Design,Value-Based Insurance Design,What is the main goal of Value-Based Insurance Design (VBID) in pharmacy benefits?,D,To shift all chronic disease management to specialty pharmacies.,B,3,"VBID selectively reduces cost sharing for high-value drugs (e.g., for diabetes or hypertension) to improve adherence and reduce long-term medical costs 60."
CH07-016,Pharmaceutical Distribution,Wholesalers,What is the primary function of pharmaceutical wholesalers?,A,To dispense drugs directly to patients.,B,2,Wholesalers purchase drugs from manufacturers and distribute them to pharmacies61616161.
CH07-016,Pharmaceutical Distribution,Wholesalers,What is the primary function of pharmaceutical wholesalers?,B,To purchase drugs from manufacturers and distribute them to pharmacies.,B,2,Wholesalers purchase drugs from manufacturers and distribute them to pharmacies62626262.
CH07-016,Pharmaceutical Distribution,Wholesalers,What is the primary function of pharmaceutical wholesalers?,C,To negotiate rebates between PBMs and manufacturers.,B,2,Wholesalers purchase drugs from manufacturers and distribute them to pharmacies63636363.
CH07-016,Pharmaceutical Distribution,Wholesalers,What is the primary function of pharmaceutical wholesalers?,D,To administer prescription drug benefit programs for employers.,B,2,Wholesalers purchase drugs from manufacturers and distribute them to pharmacies64646464.
CH07-017,PBM Operations,MAC Lists,"What does ""MAC"" stand for in the context of generic drug pricing?",A,Minimum Acquisition Cost,C,2,"MAC stands for Maximum Allowable Cost, which implicitly creates a discounted price by capping the reimbursement for generic drugs65."
CH07-017,PBM Operations,MAC Lists,"What does ""MAC"" stand for in the context of generic drug pricing?",B,Maximum Average Cost,C,2,"MAC stands for Maximum Allowable Cost, which implicitly creates a discounted price by capping the reimbursement for generic drugs66."
CH07-017,PBM Operations,MAC Lists,"What does ""MAC"" stand for in the context of generic drug pricing?",C,Maximum Allowable Cost,C,2,"MAC stands for Maximum Allowable Cost, which implicitly creates a discounted price by capping the reimbursement for generic drugs67."
CH07-017,PBM Operations,MAC Lists,"What does ""MAC"" stand for in the context of generic drug pricing?",D,Median Available Cost,C,2,"MAC stands for Maximum Allowable Cost, which implicitly creates a discounted price by capping the reimbursement for generic drugs68."
CH07-018,Government Programs,Medicare Part D,"What is the ""Employer Group Waiver Plan"" (EGWP) in the context of Medicare Part D?",A,A plan that exempts employers from providing any retiree drug coverage.,C,4,EGWPs are plans where CMS waives certain requirements to allow employers/unions to offer subsidized retiree coverage via group Medicare plans 69.
CH07-018,Government Programs,Medicare Part D,"What is the ""Employer Group Waiver Plan"" (EGWP) in the context of Medicare Part D?",B,A subsidy paid to employers who do not enroll in Medicare.,C,4,EGWPs are plans where CMS waives certain requirements to allow employers/unions to offer subsidized retiree coverage via group Medicare plans 70.
CH07-018,Government Programs,Medicare Part D,"What is the ""Employer Group Waiver Plan"" (EGWP) in the context of Medicare Part D?",C,A group Medicare plan that allows employers to offer subsidized retiree coverage with certain waivers.,C,4,EGWPs are plans where CMS waives certain requirements to allow employers/unions to offer subsidized retiree coverage via group Medicare plans 71.
CH07-018,Government Programs,Medicare Part D,"What is the ""Employer Group Waiver Plan"" (EGWP) in the context of Medicare Part D?",D,A tax penalty for employers who offer coverage less valuable than Medicare.,C,4,EGWPs are plans where CMS waives certain requirements to allow employers/unions to offer subsidized retiree coverage via group Medicare plans 72.
CH07-019,Drug Types,Compounded Drugs,"What distinguishes a ""compound drug"" from a standard manufactured drug?",A,It is mixed by a pharmacist to meet a specific beneficiary's needs.,A,2,Compound drugs are mixed by a pharmacist to deliver a customized strength or dosage; some combinations are not FDA-approved 73.
CH07-019,Drug Types,Compounded Drugs,"What distinguishes a ""compound drug"" from a standard manufactured drug?",B,It is always an Over-the-Counter (OTC) product.,A,2,Compound drugs are mixed by a pharmacist to deliver a customized strength or dosage; some combinations are not FDA-approved 74.
CH07-019,Drug Types,Compounded Drugs,"What distinguishes a ""compound drug"" from a standard manufactured drug?",C,It is a biologic drug derived from living organisms.,A,2,Compound drugs are mixed by a pharmacist to deliver a customized strength or dosage; some combinations are not FDA-approved 75.
CH07-019,Drug Types,Compounded Drugs,"What distinguishes a ""compound drug"" from a standard manufactured drug?",D,It is strictly defined as a single-source brand drug.,A,2,Compound drugs are mixed by a pharmacist to deliver a customized strength or dosage; some combinations are not FDA-approved 76.
CH07-020,PBM Operations,Pricing Factors,"What does ""AWP"" stand for in pharmacy pricing contracts?",A,Actual Wholesale Price,C,2,"AWP stands for Average Wholesale Price, a reference price used to determine payments to pharmacies77."
CH07-020,PBM Operations,Pricing Factors,"What does ""AWP"" stand for in pharmacy pricing contracts?",B,Average Weighted Price,C,2,"AWP stands for Average Wholesale Price, a reference price used to determine payments to pharmacies78."
CH07-020,PBM Operations,Pricing Factors,"What does ""AWP"" stand for in pharmacy pricing contracts?",C,Average Wholesale Price,C,2,"AWP stands for Average Wholesale Price, a reference price used to determine payments to pharmacies79."
CH07-020,PBM Operations,Pricing Factors,"What does ""AWP"" stand for in pharmacy pricing contracts?",D,Allowable Wholesale Payment,C,2,"AWP stands for Average Wholesale Price, a reference price used to determine payments to pharmacies80."
CH23-001,Data Sources,Data Quality,Why is pharmacy data generally considered more complete and accurate than medical data?,A,It is processed manually by pharmacists to ensure accuracy.,B,2,Pharmacy data is typically collected electronically at the time a prescription is filled and validated at the point of service 1.
CH23-001,Data Sources,Data Quality,Why is pharmacy data generally considered more complete and accurate than medical data?,B,It is collected electronically and validated at the point of service.,B,2,Pharmacy data is typically collected electronically at the time a prescription is filled and validated at the point of service 2.
CH23-001,Data Sources,Data Quality,Why is pharmacy data generally considered more complete and accurate than medical data?,C,It includes data from hospital settings which is more detailed.,B,2,Pharmacy data is typically collected electronically at the time a prescription is filled and validated at the point of service 3.
CH23-001,Data Sources,Data Quality,Why is pharmacy data generally considered more complete and accurate than medical data?,D,It is reviewed by the Centers for Medicare & Medicaid Services before release.,B,2,Pharmacy data is typically collected electronically at the time a prescription is filled and validated at the point of service 4.
CH23-002,Data Sources,Seasonality,"When projecting future pharmacy claims, what is the recommended minimum duration of data to use to avoid seasonality issues?",A,3 months,D,2,"When projecting future pharmacy claims, at least 12 months of data should be used to avoid reflecting seasonality (e.g., lower fills on holidays, higher on Mondays) 5."
CH23-002,Data Sources,Seasonality,"When projecting future pharmacy claims, what is the recommended minimum duration of data to use to avoid seasonality issues?",B,6 months,D,2,"When projecting future pharmacy claims, at least 12 months of data should be used to avoid reflecting seasonality (e.g., lower fills on holidays, higher on Mondays) 6."
CH23-002,Data Sources,Seasonality,"When projecting future pharmacy claims, what is the recommended minimum duration of data to use to avoid seasonality issues?",C,9 months,D,2,"When projecting future pharmacy claims, at least 12 months of data should be used to avoid reflecting seasonality (e.g., lower fills on holidays, higher on Mondays) 7."
CH23-002,Data Sources,Seasonality,"When projecting future pharmacy claims, what is the recommended minimum duration of data to use to avoid seasonality issues?",D,12 months,D,2,"When projecting future pharmacy claims, at least 12 months of data should be used to avoid reflecting seasonality (e.g., lower fills on holidays, higher on Mondays) 8."
CH23-003,Key Data Fields,National Drug Code,What do the first five digits of a National Drug Code (NDC) identify?,A,The drug name,B,2,The first five digits of an NDC indicate the manufacturer9.
CH23-003,Key Data Fields,National Drug Code,What do the first five digits of a National Drug Code (NDC) identify?,B,The manufacturer,B,2,The first five digits of an NDC indicate the manufacturer10.
CH23-003,Key Data Fields,National Drug Code,What do the first five digits of a National Drug Code (NDC) identify?,C,The dosage,B,2,The first five digits of an NDC indicate the manufacturer11.
CH23-003,Key Data Fields,National Drug Code,What do the first five digits of a National Drug Code (NDC) identify?,D,The packaging,B,2,The first five digits of an NDC indicate the manufacturer12.
CH23-004,Utilization Metrics,Script Normalization,"How is a 90-day supply of medication typically counted using ""normalized"" script counts?",A,As 1 script,C,3,Normalized script counts convert raw scripts to a monthly equivalent. A 90-day supply counts as three normalized scripts 13.
CH23-004,Utilization Metrics,Script Normalization,"How is a 90-day supply of medication typically counted using ""normalized"" script counts?",B,As 1.5 scripts,C,3,Normalized script counts convert raw scripts to a monthly equivalent. A 90-day supply counts as three normalized scripts 14.
CH23-004,Utilization Metrics,Script Normalization,"How is a 90-day supply of medication typically counted using ""normalized"" script counts?",C,As 3 scripts,C,3,Normalized script counts convert raw scripts to a monthly equivalent. A 90-day supply counts as three normalized scripts 15.
CH23-004,Utilization Metrics,Script Normalization,"How is a 90-day supply of medication typically counted using ""normalized"" script counts?",D,As 90 scripts,C,3,Normalized script counts convert raw scripts to a monthly equivalent. A 90-day supply counts as three normalized scripts 16.
CH23-005,Pricing Assumptions,Allowed Cost Trend,"Which of the following factors affects the ""mix change"" component of allowed cost trend?",A,Changes in Average Wholesale Price (AWP),B,3,"Mix change refers to changes in the types of drugs used, such as a shift from generic to brand use. Unit cost changes (AWP) and utilization changes are separate components 17."
CH23-005,Pricing Assumptions,Allowed Cost Trend,"Which of the following factors affects the ""mix change"" component of allowed cost trend?",B,A shift from generic use to brand use,B,3,"Mix change refers to changes in the types of drugs used, such as a shift from generic to brand use. Unit cost changes (AWP) and utilization changes are separate components 18."
CH23-005,Pricing Assumptions,Allowed Cost Trend,"Which of the following factors affects the ""mix change"" component of allowed cost trend?",C,Introduction of prior authorization requirements,B,3,"Mix change refers to changes in the types of drugs used, such as a shift from generic to brand use. Unit cost changes (AWP) and utilization changes are separate components 19."
CH23-005,Pricing Assumptions,Allowed Cost Trend,"Which of the following factors affects the ""mix change"" component of allowed cost trend?",D,Increases in dispensing fees,B,3,"Mix change refers to changes in the types of drugs used, such as a shift from generic to brand use. Unit cost changes (AWP) and utilization changes are separate components 20."
CH23-006,Pricing Assumptions,Rating Factors,"What is ""induced utilization"" in the context of pharmacy pricing?",A,"The impact of benefit design changes (e.g., copays) on drug use.",A,3,The impact of benefit design on drug use is referred to as induced utilization21.
CH23-006,Pricing Assumptions,Rating Factors,"What is ""induced utilization"" in the context of pharmacy pricing?",B,The increase in utilization due to new drugs entering the market.,A,3,The impact of benefit design on drug use is referred to as induced utilization22.
CH23-006,Pricing Assumptions,Rating Factors,"What is ""induced utilization"" in the context of pharmacy pricing?",C,The seasonal variation in prescription fills.,A,3,The impact of benefit design on drug use is referred to as induced utilization23.
CH23-006,Pricing Assumptions,Rating Factors,"What is ""induced utilization"" in the context of pharmacy pricing?",D,The shift in utilization from retail to mail-order pharmacies.,A,3,The impact of benefit design on drug use is referred to as induced utilization24.
CH23-007,Pricing Assumptions,Formulary Management,Which formulary management program requires a patient to try a different drug before coverage is provided for the requested drug?,A,Prior Authorization,B,2,Step therapy requires a patient to try a different drug or a series of drugs before providing coverage for the drug in question25.
CH23-007,Pricing Assumptions,Formulary Management,Which formulary management program requires a patient to try a different drug before coverage is provided for the requested drug?,B,Step Therapy,B,2,Step therapy requires a patient to try a different drug or a series of drugs before providing coverage for the drug in question26.
CH23-007,Pricing Assumptions,Formulary Management,Which formulary management program requires a patient to try a different drug before coverage is provided for the requested drug?,C,Quantity Limits,B,2,Step therapy requires a patient to try a different drug or a series of drugs before providing coverage for the drug in question27.
CH23-007,Pricing Assumptions,Formulary Management,Which formulary management program requires a patient to try a different drug before coverage is provided for the requested drug?,D,Tier Placement,B,2,Step therapy requires a patient to try a different drug or a series of drugs before providing coverage for the drug in question28.
CH23-008,Pricing Calculations,Pharmacy Discounts,"How is the ""Ingredient Cost"" of a drug typically calculated?",A,Allowed Amount - Dispensing Fee - Vaccine Fee - Sales Tax,A,3,Ingredient Cost = Allowed Amount - Dispensing Fee - Vaccine Fee - Sales Tax29.
CH23-008,Pricing Calculations,Pharmacy Discounts,"How is the ""Ingredient Cost"" of a drug typically calculated?",B,AWP * (1 - Discount) + Dispensing Fee,A,3,Ingredient Cost = Allowed Amount - Dispensing Fee - Vaccine Fee - Sales Tax30.
CH23-008,Pricing Calculations,Pharmacy Discounts,"How is the ""Ingredient Cost"" of a drug typically calculated?",C,Allowed Amount + Rebates,A,3,Ingredient Cost = Allowed Amount - Dispensing Fee - Vaccine Fee - Sales Tax31.
CH23-008,Pricing Calculations,Pharmacy Discounts,"How is the ""Ingredient Cost"" of a drug typically calculated?",D,WAC + Dispensing Fee,A,3,Ingredient Cost = Allowed Amount - Dispensing Fee - Vaccine Fee - Sales Tax32.
CH23-009,Pricing Calculations,Cost Sharing,"What is the ""effective copay"" for a drug?",A,The nominal copay stated in the plan design.,C,3,The effective copay accounts for the portion of the nominal copay not realized when the nominal copay exceeds the drug cost; it is the actual amount paid by the member 33.
CH23-009,Pricing Calculations,Cost Sharing,"What is the ""effective copay"" for a drug?",B,The average wholesale price of the drug.,C,3,The effective copay accounts for the portion of the nominal copay not realized when the nominal copay exceeds the drug cost; it is the actual amount paid by the member 34.
CH23-009,Pricing Calculations,Cost Sharing,"What is the ""effective copay"" for a drug?",C,"The actual amount paid by the member, accounting for drug costs lower than the nominal copay.",C,3,The effective copay accounts for the portion of the nominal copay not realized when the nominal copay exceeds the drug cost; it is the actual amount paid by the member 35.
CH23-009,Pricing Calculations,Cost Sharing,"What is the ""effective copay"" for a drug?",D,The copay amount after applying manufacturer coupons.,C,3,The effective copay accounts for the portion of the nominal copay not realized when the nominal copay exceeds the drug cost; it is the actual amount paid by the member 36.
CH23-010,Pricing Calculations,Net Plan Liability,"How is ""Expected Net Plan Liability"" calculated?",A,Projected Allowed Amount - Expected Member Cost Sharing,B,3,Expected Net Plan Liability = Projected Allowed Amount - Expected Member Cost Sharing - Expected Rebates37.
CH23-010,Pricing Calculations,Net Plan Liability,"How is ""Expected Net Plan Liability"" calculated?",B,Projected Allowed Amount - Expected Member Cost Sharing - Expected Rebates,B,3,Expected Net Plan Liability = Projected Allowed Amount - Expected Member Cost Sharing - Expected Rebates38.
CH23-010,Pricing Calculations,Net Plan Liability,"How is ""Expected Net Plan Liability"" calculated?",C,Projected Allowed Amount + Expenses + Profit Margin,B,3,Expected Net Plan Liability = Projected Allowed Amount - Expected Member Cost Sharing - Expected Rebates39.
CH23-010,Pricing Calculations,Net Plan Liability,"How is ""Expected Net Plan Liability"" calculated?",D,Projected Allowed Amount - Dispensing Fees,B,3,Expected Net Plan Liability = Projected Allowed Amount - Expected Member Cost Sharing - Expected Rebates40.
CH23-011,Pricing Considerations,Fixed Cost Leveraging,"What is ""fixed cost leveraging"" in pharmacy pricing?",A,The impact of fixed administrative costs on premium rates.,B,4,Fixed cost leveraging refers to the fact that the trend in plan liability will be greater than the trend in allowed costs whenever deductibles or copays are part of the plan design41.
CH23-011,Pricing Considerations,Fixed Cost Leveraging,"What is ""fixed cost leveraging"" in pharmacy pricing?",B,The phenomenon where plan liability trend exceeds allowed cost trend due to fixed member cost sharing.,B,4,Fixed cost leveraging refers to the fact that the trend in plan liability will be greater than the trend in allowed costs whenever deductibles or copays are part of the plan design42.
CH23-011,Pricing Considerations,Fixed Cost Leveraging,"What is ""fixed cost leveraging"" in pharmacy pricing?",C,The leverage PBMs have in negotiating fixed rebates.,B,4,Fixed cost leveraging refers to the fact that the trend in plan liability will be greater than the trend in allowed costs whenever deductibles or copays are part of the plan design43.
CH23-011,Pricing Considerations,Fixed Cost Leveraging,"What is ""fixed cost leveraging"" in pharmacy pricing?",D,The reduction in trend due to high fixed-cost specialty drugs.,B,4,Fixed cost leveraging refers to the fact that the trend in plan liability will be greater than the trend in allowed costs whenever deductibles or copays are part of the plan design44.
CH23-012,Pricing Considerations,Rebates,How does the timing of rebate payments typically affect plan cash flow?,A,Rebates are paid immediately at the point of sale.,C,2,"Plans typically collect rebates from the PBM quarterly or semi-annually, which creates a lag between when rebates are earned and when the plan receives the rebate payment45."
CH23-012,Pricing Considerations,Rebates,How does the timing of rebate payments typically affect plan cash flow?,B,Rebates are deducted from the monthly premium payment.,C,2,"Plans typically collect rebates from the PBM quarterly or semi-annually, which creates a lag between when rebates are earned and when the plan receives the rebate payment46."
CH23-012,Pricing Considerations,Rebates,How does the timing of rebate payments typically affect plan cash flow?,C,"Rebates are typically collected quarterly or semi-annually, creating a lag.",C,2,"Plans typically collect rebates from the PBM quarterly or semi-annually, which creates a lag between when rebates are earned and when the plan receives the rebate payment47."
CH23-012,Pricing Considerations,Rebates,How does the timing of rebate payments typically affect plan cash flow?,D,Rebates are paid annually at the end of the plan year.,C,2,"Plans typically collect rebates from the PBM quarterly or semi-annually, which creates a lag between when rebates are earned and when the plan receives the rebate payment48."
CH23-013,Data Fields,Therapeutic Classes,Why are therapeutic class groupings important in pharmacy analytics?,A,They determine the exact manufacturer of the drug.,B,3,"Therapeutic class groupings play a key role in pharmacy analytics, since there may be savings opportunities for the plan if members switch to a different drug within the same therapeutic class49."
CH23-013,Data Fields,Therapeutic Classes,Why are therapeutic class groupings important in pharmacy analytics?,B,They identify savings opportunities by switching to different drugs within the same class.,B,3,"Therapeutic class groupings play a key role in pharmacy analytics, since there may be savings opportunities for the plan if members switch to a different drug within the same therapeutic class50."
CH23-013,Data Fields,Therapeutic Classes,Why are therapeutic class groupings important in pharmacy analytics?,C,They are required for reporting tax information to the IRS.,B,3,"Therapeutic class groupings play a key role in pharmacy analytics, since there may be savings opportunities for the plan if members switch to a different drug within the same therapeutic class51."
CH23-013,Data Fields,Therapeutic Classes,Why are therapeutic class groupings important in pharmacy analytics?,D,They dictate the dispensing fee charged by the pharmacy.,B,3,"Therapeutic class groupings play a key role in pharmacy analytics, since there may be savings opportunities for the plan if members switch to a different drug within the same therapeutic class52."
CH23-014,Pricing Calculations,Discount Impact,"When pharmacy discounts increase, which cost sharing structure results in greater savings for the plan?",A,Member Coinsurance,B,4,"A discount increase results in greater plan savings when copays are used compared to member coinsurance because, under coinsurance, savings are shared with the member 53."
